Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1476,2/28/2026,3/6/2026,CUST438,Raksha Borra,Corporate,PROD6917,Sofa,Furniture,West,Karnataka,Kozhikode,6,2363,5,13469.1,9294.04,4175.06,Net Banking,Return,"Sastry, Sunder and Seshadri",victormahal@bora-nair.com,23,No,0
ORD1477,7/18/2025,7/23/2025,CUST627,Ekaraj Aggarwal,Consumer,PROD4542,Study Table,Furniture,West,Bihar,Sambhal,1,597,0,597,363.67,233.33,Net Banking,Pending,"Balakrishnan, Basak and Nori",chakradev13@sehgal.com,29,No,0
ORD1478,12/7/2024,12/8/2024,CUST313,Champak Solanki,Consumer,PROD7383,Office Chair,Furniture,East,Tamil Nadu,Ramagundam,6,1634,5,9313.8,6956.7,2357.1,Net Banking,Cancelled,Suri-Nadig,cchawla@garde.com,17,No,0
ORD1479,2/13/2025,2/18/2025,CUST981,Januja Gupta,Home Office,PROD1597,Bookshelf,Furniture,South,Haryana,Noida,4,4510,10,16236,11125.96,5110.04,UPI,Cancelled,Venkatesh-Jain,xavier85@bumb.com,22,No,0
ORD1480,1/22/2026,1/29/2026,CUST977,Abeer Palan,Consumer,PROD6657,Mouse,Electronics,West,Mizoram,Ichalkaranji,9,2370,20,17064,13234.74,3829.26,Net Banking,Cancelled,Narang Group,gsuresh@basu.com,39,No,0
ORD1481,2/17/2025,2/23/2025,CUST335,Gunbir Shanker,Corporate,PROD8977,Laptop,Electronics,South,Andhra Pradesh,Raichur,3,591,10,1595.7,1247.87,347.83,Net Banking,Delivered,Murthy-Shan,harish86@rana.com,6,Yes,43
ORD1482,10/18/2024,10/23/2024,CUST284,Amruta Venkatesh,Corporate,PROD9536,Keyboard,Electronics,North,Rajasthan,Tirunelveli,10,2428,5,23066,18825.64,4240.36,UPI,Pending,Kaul Group,aayushatwal@viswanathan.com,25,No,0
ORD1483,12/17/2025,12/19/2025,CUST918,Balveer Chana,Corporate,PROD8471,Headphones,Electronics,South,Assam,Hospet,7,2308,20,12924.8,8926.88,3997.92,Cash,Cancelled,Arora Inc,hkale@sama.com,25,No,0
ORD1484,12/12/2024,12/17/2024,CUST642,Waida Srinivas,Home Office,PROD5182,Juice Pack,Grocery,West,Bihar,Dhule,7,845,0,5915,4274.35,1640.65,Cash,Cancelled,"Setty, Sandal and Shanker",wbhandari@singh.net,18,No,0
ORD1485,2/7/2025,2/12/2025,CUST661,Eiravati Palla,Corporate,PROD2144,Keyboard,Electronics,South,Punjab,Solapur,9,1473,20,10605.6,9468.92,1136.68,Cash,Pending,"Behl, Guha and Hegde",xnarula@narayan.com,22,No,0
ORD1486,4/10/2025,4/14/2025,CUST746,Indrajit Ravel,Consumer,PROD4336,Notebook,Office Supplies,North,Sikkim,Sambalpur,2,4959,20,7934.4,6033.11,1901.29,Net Banking,Pending,"Chakrabarti, Mahal and Mittal",taralopa@rajagopalan.net,45,No,0
ORD1487,12/1/2025,12/6/2025,CUST739,Jeevika Tailor,Consumer,PROD2176,Headphones,Electronics,South,Uttarakhand,Hapur,9,2188,5,18707.4,15237.82,3469.58,Cash,Delivered,"Shankar, Pradhan and Bali",mekhala79@gopal-sekhon.com,42,No,0
ORD1488,3/22/2026,3/24/2026,CUST497,Mason Jaggi,Consumer,PROD1292,Cooking Oil,Grocery,East,Jharkhand,Anantapur,2,3115,5,5918.5,5114.6,803.9,Cash,Pending,Jain-More,zachariahlipika@sinha.com,4,Yes,49
ORD1489,3/21/2025,3/26/2025,CUST629,Rudra Chawla,Home Office,PROD8516,Cooking Oil,Grocery,East,Rajasthan,Jaipur,7,2723,10,17154.9,11833.83,5321.07,Cash,Cancelled,"Sharma, Mahajan and Oak",gopalyohannan@ram.org,21,No,0
ORD1490,12/1/2024,12/2/2024,CUST522,Ishita Ravi,Corporate,PROD5438,Juice Pack,Grocery,East,Meghalaya,Bettiah,5,2676,20,10704,7595.64,3108.36,Credit Card,Delivered,Sunder Inc,gautamiboase@savant.org,34,No,0
ORD1491,8/3/2024,8/9/2024,CUST273,Meghana Dixit,Consumer,PROD4970,Dining Table,Furniture,East,Andhra Pradesh,South Dumdum,9,3096,20,22291.2,18219.94,4071.26,Credit Card,Pending,"Bakshi, Gulati and Sahni",raksha23@munshi-date.org,35,No,0
ORD1492,10/10/2024,10/11/2024,CUST664,Zarna Kashyap,Consumer,PROD1229,Mouse,Electronics,South,Nagaland,Gaya,6,242,5,1379.4,1040.45,338.95,Cash,Pending,"Dey, Menon and Zacharia",ishaan52@gandhi.com,40,No,0
ORD1493,9/14/2024,9/20/2024,CUST388,Oscar Manne,Corporate,PROD3379,Bookshelf,Furniture,North,Himachal Pradesh,Mirzapur,9,2421,0,21789,17633.14,4155.86,Net Banking,Cancelled,Patel-Bajwa,zinalkrishna@saha.biz,12,No,0
ORD1494,10/27/2025,10/31/2025,CUST317,Chandresh Basu,Home Office,PROD7751,Dining Table,Furniture,North,Tamil Nadu,Gandhinagar,1,4684,20,3747.2,3084.56,662.64,Net Banking,Return,Chada-Murty,lallasamuel@lad.com,8,Yes,40
ORD1495,4/26/2025,5/3/2025,CUST301,Yasti Bandi,Consumer,PROD3329,Laptop,Electronics,West,Odisha,Kishanganj,5,1416,0,7080,5422.75,1657.25,Cash,Return,Yogi-Nori,udarshamble@nazareth.org,35,No,0
ORD1496,6/8/2025,6/14/2025,CUST921,Qarin Sarin,Home Office,PROD8396,Study Table,Furniture,North,Uttar Pradesh,Hubli–Dharwad,8,2251,20,14406.4,10882.68,3523.72,Cash,Return,Koshy PLC,hemangdalal@sahni-chakrabarti.com,28,No,0
ORD1497,11/5/2024,11/6/2024,CUST691,Madhav Behl,Corporate,PROD5655,Dining Table,Furniture,North,Mizoram,Dewas,5,2928,15,12444,9389.32,3054.68,Credit Card,Delivered,"Sura, Chada and Palla",ukaur@rattan.com,7,Yes,31
ORD1498,10/29/2024,10/31/2024,CUST892,Advaith Mani,Consumer,PROD6991,Sofa,Furniture,East,Arunachal Pradesh,Raiganj,10,1899,20,15192,12438.08,2753.92,UPI,Delivered,"Varty, Saran and Sani",yminhas@manne.com,42,No,0
ORD1499,5/2/2024,5/8/2024,CUST355,Anika Sood,Consumer,PROD9762,Laptop,Electronics,West,Rajasthan,Rourkela,4,763,5,2899.4,2249.48,649.92,Credit Card,Cancelled,Chaudhuri-Basak,chawlavedika@garg.com,26,No,0
ORD1500,3/5/2026,3/9/2026,CUST241,Pahal Sehgal,Consumer,PROD2822,Sugar,Grocery,North,Telangana,Panchkula,5,1306,0,6530,5768.78,761.22,Cash,Pending,Palla-Nair,bainszinal@mander-mittal.net,50,No,0
ORD1501,7/7/2025,7/10/2025,CUST890,Chaitanya Parmer,Home Office,PROD6465,Study Table,Furniture,North,Telangana,Berhampur,3,3757,5,10707.45,8496.31,2211.14,Cash,Delivered,Mangat-Bansal,vasudha19@dube-sule.biz,16,No,0
ORD1502,12/26/2024,12/28/2024,CUST233,Isaac Deol,Consumer,PROD8397,Laptop,Electronics,East,Jharkhand,Jamshedpur,6,2778,15,14167.8,11639.83,2527.97,Credit Card,Cancelled,"Garg, Setty and Sachar",wben@pillai.com,2,Yes,39
ORD1503,3/2/2026,3/7/2026,CUST400,Kritika Wable,Consumer,PROD4262,Rice Bag,Grocery,West,Arunachal Pradesh,Suryapet,5,4807,20,19228,14897.49,4330.51,Net Banking,Cancelled,"Vasa, Sankar and Char",sachi91@buch.com,31,No,0
ORD1504,2/4/2026,2/10/2026,CUST257,Lajita Kaul,Consumer,PROD7289,Calculator,Office Supplies,South,Punjab,Dhanbad,6,3839,10,20730.6,14274.25,6456.35,Net Banking,Pending,Sarma Inc,nlal@dayal.com,33,No,0
ORD1505,2/8/2025,2/10/2025,CUST176,Jalsa D’Alia,Consumer,PROD9755,Mouse,Electronics,East,Arunachal Pradesh,Belgaum,6,2491,20,11956.8,9562.77,2394.03,Cash,Pending,Ramanathan-Oza,hemang16@karpe.com,34,No,0
ORD1506,12/28/2024,1/3/2025,CUST204,Dayamai Gandhi,Consumer,PROD2727,Monitor,Electronics,South,Haryana,Srinagar,3,571,10,1541.7,1066.68,475.02,Cash,Return,"Dhaliwal, Vyas and Jha",hsampath@doshi.biz,49,No,0
ORD1507,8/24/2025,8/29/2025,CUST732,Kamya Choudhury,Home Office,PROD7737,Sugar,Grocery,North,Bihar,Coimbatore,2,1446,10,2602.8,2006.43,596.37,Credit Card,Return,Nagi-Sachar,chanderekta@dube-vyas.com,11,No,0
ORD1508,8/22/2025,8/23/2025,CUST814,Mason Saxena,Home Office,PROD6700,Laptop,Electronics,South,Odisha,Muzaffarnagar,2,3634,15,6177.8,5471.57,706.23,Credit Card,Cancelled,Bhatt-Date,viraj19@bhagat.org,33,No,0
ORD1509,6/10/2025,6/14/2025,CUST114,David Aggarwal,Corporate,PROD2437,Monitor,Electronics,North,Sikkim,Gurgaon,6,1372,15,6997.2,5208.75,1788.45,Cash,Pending,Gola-Reddy,lakshjhaveri@mital.net,2,Yes,32
ORD1510,1/17/2025,1/18/2025,CUST933,Charita Rai,Home Office,PROD1170,Bookshelf,Furniture,West,Haryana,Berhampore,9,2992,20,21542.4,16437.16,5105.24,Net Banking,Pending,Johal LLC,jprasad@lanka-tella.biz,13,No,0
ORD1511,10/4/2024,10/11/2024,CUST583,Parth Mangat,Corporate,PROD4920,Office Chair,Furniture,East,Jharkhand,Pudukkottai,7,4827,20,27031.2,21288.41,5742.79,Cash,Pending,"Kunda, Bhandari and Mohanty",rnanda@dube.com,41,No,0
ORD1512,11/25/2024,11/27/2024,CUST261,Nilima Chand,Home Office,PROD8804,Headphones,Electronics,South,Himachal Pradesh,Thiruvananthapuram,10,1382,10,12438,9416.8,3021.2,UPI,Pending,Pall Group,hritikagarwal@sandal.org,1,Yes,36
ORD1513,4/12/2024,4/16/2024,CUST336,Ekiya Kadakia,Home Office,PROD2840,Stapler,Office Supplies,West,Andhra Pradesh,Jodhpur,1,2951,20,2360.8,1920.27,440.53,Credit Card,Pending,Rattan-Lal,kadakiakavya@sarma.biz,37,No,0
ORD1514,12/25/2024,12/30/2024,CUST218,Udarsh Sunder,Consumer,PROD9529,Stapler,Office Supplies,West,Arunachal Pradesh,Jabalpur,8,453,15,3080.4,2518.58,561.82,Credit Card,Return,Master-Chad,qadimmand@sandhu.com,4,Yes,40
ORD1515,4/4/2025,4/7/2025,CUST558,Inaya Sachdeva,Home Office,PROD5679,Study Table,Furniture,West,Assam,Thoothukudi,3,4114,0,12342,10720.11,1621.89,Net Banking,Return,"Gola, Dutta and Misra",asur@chakrabarti.net,12,No,0
ORD1516,2/24/2025,3/1/2025,CUST793,Zaid Yogi,Consumer,PROD1109,Office Chair,Furniture,North,Karnataka,Naihati,1,2159,10,1943.1,1610.84,332.26,UPI,Pending,Ratta-Ahuja,samakshpau@merchant.com,42,No,0
ORD1517,11/15/2024,11/20/2024,CUST488,Ganga Chanda,Home Office,PROD4445,Keyboard,Electronics,South,Assam,Nanded,10,3809,5,36185.5,26019.5,10166,Cash,Return,Kade PLC,yutikakibe@rastogi.net,40,No,0
ORD1518,8/12/2024,8/14/2024,CUST751,Ucchal Wali,Corporate,PROD1719,Juice Pack,Grocery,East,Arunachal Pradesh,Kulti,6,164,5,934.8,674.23,260.57,Net Banking,Return,Natarajan-Barad,chadupkaar@cheema.com,22,No,0
ORD1519,1/29/2025,2/2/2025,CUST758,Vritti Kant,Home Office,PROD8624,Bookshelf,Furniture,West,Tamil Nadu,Kharagpur,4,3289,15,11182.6,9461.42,1721.18,Net Banking,Pending,Kaul Inc,jbandi@contractor.com,43,No,0
ORD1520,2/11/2025,2/16/2025,CUST314,Wriddhish Goyal,Corporate,PROD8152,Bookshelf,Furniture,West,Maharashtra,Mira-Bhayandar,8,2844,20,18201.6,14426.75,3774.85,Net Banking,Delivered,"Sagar, Chaudry and Ganesan",chowdhuryudarsh@morar-narayanan.com,42,No,0
ORD1521,4/24/2024,4/28/2024,CUST853,Zaitra Barman,Corporate,PROD2250,Sugar,Grocery,North,Kerala,Bokaro,4,433,10,1558.8,1359.84,198.96,Credit Card,Return,"Borde, Naidu and Rastogi",calebdewan@palla.com,36,No,0
ORD1522,10/5/2024,10/10/2024,CUST943,Falan Nair,Corporate,PROD4326,Cooking Oil,Grocery,South,Odisha,Nadiad,10,4549,5,43215.5,31892.95,11322.55,Net Banking,Delivered,"Din, Mahajan and Rajagopalan",golajalsa@divan.info,43,No,0
ORD1523,5/19/2024,5/24/2024,CUST701,Tanish Hans,Consumer,PROD4680,Pan,Office Supplies,West,Nagaland,Guntakal,8,2118,5,16096.8,9729.01,6367.79,Credit Card,Cancelled,Mall and Sons,bramaswamy@sood.info,39,No,0
ORD1524,5/1/2025,5/6/2025,CUST993,Ladli Lad,Consumer,PROD1851,Calculator,Office Supplies,South,Andhra Pradesh,Morena,10,4515,5,42892.5,36753.15,6139.35,Net Banking,Cancelled,Wali-Doctor,nkohli@maharaj.net,8,Yes,44
ORD1525,2/21/2026,2/24/2026,CUST752,Urishilla Reddy,Corporate,PROD6724,Sofa,Furniture,East,Karnataka,Belgaum,6,1954,0,11724,7862.03,3861.97,Cash,Cancelled,Ramakrishnan Group,rkarpe@prashad-sarkar.com,0,Yes,42
ORD1526,11/19/2025,11/21/2025,CUST434,Tamanna Karpe,Home Office,PROD9096,Headphones,Electronics,East,Jharkhand,Unnao,1,3164,10,2847.6,2211.36,636.24,UPI,Delivered,Chowdhury-Sundaram,pupadhyay@balakrishnan-lala.info,39,No,0
ORD1527,7/19/2025,7/23/2025,CUST420,Waida Wagle,Home Office,PROD2427,Juice Pack,Grocery,North,Chhattisgarh,Vadodara,3,891,0,2673,2405.12,267.88,Net Banking,Cancelled,"Devan, Bhagat and Nazareth",gagannayar@kurian.net,35,No,0
ORD1528,11/1/2024,11/3/2024,CUST374,Ekaraj Tank,Home Office,PROD4217,Monitor,Electronics,East,Maharashtra,Faridabad,3,2990,5,8521.5,6377.72,2143.78,Cash,Cancelled,Dixit-Kohli,lekha32@sangha-viswanathan.com,8,Yes,43
ORD1529,12/7/2024,12/13/2024,CUST381,Inaya Basu,Home Office,PROD6188,Notebook,Office Supplies,West,Mizoram,Naihati,3,4508,10,12171.6,9128.78,3042.82,UPI,Pending,"Magar, Luthra and Dube",bahrinitara@patel.com,28,No,0
ORD1530,9/28/2025,10/5/2025,CUST136,Kavya Brahmbhatt,Home Office,PROD4747,Sugar,Grocery,West,Uttar Pradesh,Vijayawada,7,494,10,3112.2,2136.86,975.34,Credit Card,Return,"Bala, Sathe and Barad",triya89@choudhry.com,32,No,0
ORD1531,9/10/2024,9/17/2024,CUST878,Qadim Hans,Home Office,PROD5048,Cooking Oil,Grocery,South,West Bengal,Bahraich,1,3561,20,2848.8,1773.11,1075.69,Credit Card,Return,Kaur Ltd,salviunnati@buch.com,10,No,0
ORD1532,7/3/2024,7/6/2024,CUST504,Chasmum Sant,Consumer,PROD3872,Study Table,Furniture,East,Maharashtra,Pudukkottai,4,4674,15,15891.6,11794.51,4097.09,Cash,Delivered,Krishnamurthy and Sons,patlajeremiah@raman.info,13,No,0
ORD1533,4/4/2025,4/11/2025,CUST182,Udarsh Mander,Corporate,PROD3475,Juice Pack,Grocery,North,Nagaland,Chandrapur,10,3230,20,25840,17697.29,8142.71,Net Banking,Delivered,Hans-Sama,chatterjeejatin@patla.com,2,Yes,45
ORD1534,6/26/2025,6/29/2025,CUST546,Qarin Dhar,Corporate,PROD1017,Monitor,Electronics,East,Arunachal Pradesh,Bhopal,4,722,0,2888,2111.32,776.68,Cash,Return,Bhalla-Rai,rajatabasak@gandhi-parmar.net,7,Yes,37
ORD1535,10/4/2024,10/5/2024,CUST565,Abha Tank,Consumer,PROD1138,Sofa,Furniture,East,Gujarat,Junagadh,6,4570,5,26049,17590.81,8458.19,Cash,Delivered,Dixit-Chacko,yshankar@choudhary.biz,29,No,0
ORD1536,10/29/2024,10/31/2024,CUST350,Hiral Devi,Corporate,PROD2014,Bookshelf,Furniture,South,Nagaland,Firozabad,1,652,5,619.4,534.14,85.26,Cash,Cancelled,"Wadhwa, Khare and Mangal",chandanitesh@zacharia.com,46,No,0
ORD1537,5/24/2024,5/25/2024,CUST437,Forum Salvi,Home Office,PROD3446,Keyboard,Electronics,North,Himachal Pradesh,Karnal,5,2625,10,11812.5,9609.06,2203.44,Net Banking,Pending,Bali Group,ucchalsachar@nigam-krishnan.com,16,No,0
ORD1538,5/21/2024,5/24/2024,CUST660,Vanya Nagarajan,Corporate,PROD3818,Calculator,Office Supplies,West,Chhattisgarh,Bareilly,8,2540,15,17272,11176.34,6095.66,Cash,Cancelled,Dutt-Memon,vedhika60@doctor.net,9,Yes,28
ORD1539,7/18/2024,7/25/2024,CUST942,Inaya Wagle,Corporate,PROD7233,Calculator,Office Supplies,South,Tripura,Sri Ganganagar,2,3831,15,6512.7,4450.31,2062.39,Credit Card,Delivered,Mukhopadhyay PLC,qarindhawan@salvi.com,50,No,0
ORD1540,3/21/2025,3/28/2025,CUST697,Devika Anand,Consumer,PROD7069,Sofa,Furniture,South,Sikkim,Chandrapur,1,4124,10,3711.6,2797.92,913.68,Credit Card,Delivered,"Mani, Sandal and Dutt",bariakamya@sabharwal.com,45,No,0
ORD1541,2/18/2025,2/19/2025,CUST409,Zaitra Bhardwaj,Corporate,PROD9498,Monitor,Electronics,West,Tamil Nadu,Karnal,2,3200,20,5120,3408.16,1711.84,Cash,Return,Tak-Jha,bsuri@bains.com,19,No,0
ORD1542,1/24/2026,1/31/2026,CUST135,Lila Badal,Consumer,PROD3406,Calculator,Office Supplies,North,Chhattisgarh,Saharsa,4,4216,0,16864,11881.84,4982.16,Credit Card,Return,"Deol, Naik and Sawhney",shethnitesh@iyer.com,8,Yes,49
ORD1543,2/25/2026,2/28/2026,CUST606,Tanay D’Alia,Corporate,PROD9805,Juice Pack,Grocery,East,Kerala,Varanasi,6,3092,10,16696.8,14490.25,2206.55,Cash,Cancelled,Subramanian-Goel,ikbalsahota@gopal.com,32,No,0
ORD1544,10/17/2025,10/19/2025,CUST363,Charles Pandya,Consumer,PROD6588,Study Table,Furniture,West,Assam,Bellary,10,766,0,7660,5404.49,2255.51,UPI,Delivered,"Batra, Magar and Dara",udugal@saha.com,19,No,0
ORD1545,1/5/2025,1/11/2025,CUST613,Aarini Chaudhry,Corporate,PROD4129,Dining Table,Furniture,West,Nagaland,Jaunpur,1,3215,0,3215,2078.19,1136.81,Net Banking,Cancelled,Bedi-Bahl,jagrati88@doshi-badal.com,49,No,0
ORD1546,2/4/2025,2/7/2025,CUST681,Anmol Jayaraman,Consumer,PROD7823,Notebook,Office Supplies,West,Manipur,Surat,6,4267,5,24321.9,15731.56,8590.34,UPI,Pending,Sidhu-Prabhu,lkala@issac.info,45,No,0
ORD1547,7/23/2024,7/30/2024,CUST865,Onkar Gupta,Home Office,PROD1745,File Folder,Office Supplies,West,Chhattisgarh,Loni,7,4097,10,25811.1,22077.7,3733.4,Cash,Delivered,"Wagle, Cheema and Kulkarni",frederick77@dave.biz,38,No,0
ORD1548,10/9/2025,10/13/2025,CUST287,Vincent Sule,Corporate,PROD5010,Laptop,Electronics,East,Tamil Nadu,Aurangabad,1,2026,15,1722.1,1258.14,463.96,Credit Card,Cancelled,Sengupta Group,pnadig@narain.biz,34,No,0
ORD1549,10/17/2024,10/22/2024,CUST993,Krish Bera,Home Office,PROD5905,Monitor,Electronics,West,Jharkhand,Mirzapur,9,3981,15,30454.65,25765.82,4688.83,Net Banking,Pending,"Mutti, Kothari and Palla",bhagatchaman@vasa-ratti.com,21,No,0
ORD1550,10/16/2025,10/18/2025,CUST733,Jeremiah Walia,Home Office,PROD2580,Pan,Office Supplies,South,Haryana,Sonipat,3,2088,5,5950.8,5274.34,676.46,UPI,Delivered,"Pandya, Gill and Gopal",lilasethi@ramesh.com,6,Yes,50
ORD1551,10/28/2024,11/4/2024,CUST899,Krishna Jayaraman,Consumer,PROD5769,Calculator,Office Supplies,North,Jharkhand,Baranagar,4,1126,15,3828.4,2929.4,899,Credit Card,Cancelled,Dutta-Bala,krish16@joshi.info,30,No,0
ORD1552,4/4/2024,4/7/2024,CUST964,Triya Handa,Consumer,PROD6402,Sugar,Grocery,South,Tripura,North Dumdum,5,4908,15,20859,15147.4,5711.6,Cash,Pending,Loke-Jain,oeshikannan@wadhwa.info,13,No,0
ORD1553,10/16/2024,10/22/2024,CUST305,Bina Devan,Consumer,PROD2635,Pan,Office Supplies,South,Andhra Pradesh,Danapur,4,2851,0,11404,8108.36,3295.64,UPI,Delivered,Pandit PLC,jhaveriavni@nanda-dixit.com,21,No,0
ORD1554,3/24/2025,3/30/2025,CUST442,Ishita Venkatesh,Consumer,PROD2356,Office Chair,Furniture,East,Madhya Pradesh,Jorhat,1,2022,5,1920.9,1396.18,524.72,Credit Card,Cancelled,Tailor LLC,samesh88@raghavan.com,23,No,0
ORD1555,10/13/2024,10/20/2024,CUST360,Yahvi Lata,Consumer,PROD2003,Study Table,Furniture,East,West Bengal,Medininagar,2,3267,10,5880.6,4483.46,1397.14,Net Banking,Delivered,"Bansal, Jha and Kala",smannan@prabhu.net,20,No,0
ORD1556,2/22/2026,3/1/2026,CUST426,Samuel Basu,Home Office,PROD9114,Rice Bag,Grocery,South,Goa,Adoni,1,3767,15,3201.95,2679.33,522.62,Credit Card,Cancelled,"Dugar, Roy and Om",kalitaekalinga@bora.com,35,No,0
ORD1557,5/17/2024,5/23/2024,CUST587,Aarna Narayanan,Consumer,PROD7157,Laptop,Electronics,South,Arunachal Pradesh,Medininagar,2,346,0,692,459.83,232.17,Cash,Pending,Mukherjee-Lala,munibrinda@comar.com,11,No,0
ORD1558,4/17/2024,4/23/2024,CUST782,Adweta Bhardwaj,Home Office,PROD5467,Juice Pack,Grocery,East,Haryana,Bellary,1,2176,15,1849.6,1302.84,546.76,Net Banking,Delivered,Vyas-Gopal,banjeet19@sunder.com,42,No,0
ORD1559,11/4/2025,11/9/2025,CUST346,Chatresh Vyas,Consumer,PROD2472,Cooking Oil,Grocery,North,Haryana,Ajmer,5,2104,0,10520,8718.56,1801.44,Net Banking,Delivered,Murthy Group,raaginimaster@deep-oza.net,40,No,0
ORD1560,8/8/2025,8/11/2025,CUST531,Charita Khalsa,Consumer,PROD6383,File Folder,Office Supplies,East,Telangana,Jorhat,2,2489,15,4231.3,3471.3,760,Credit Card,Return,Savant Group,hmannan@ravi.com,0,Yes,43
ORD1561,10/11/2024,10/17/2024,CUST398,Abha Ranganathan,Corporate,PROD1909,Office Chair,Furniture,South,Odisha,Siwan,10,1217,0,12170,10722.64,1447.36,Credit Card,Pending,Bhardwaj Group,balendra21@ramanathan-vala.com,10,No,0
ORD1562,3/14/2026,3/16/2026,CUST907,Warjas Bhargava,Corporate,PROD8461,Monitor,Electronics,East,Maharashtra,Bokaro,7,1838,0,12866,11550.39,1315.61,UPI,Pending,Bhakta-Chandra,ridhi92@ramesh.info,20,No,0
ORD1563,1/17/2026,1/24/2026,CUST850,Gaurav Ratti,Corporate,PROD6166,Headphones,Electronics,South,Telangana,Gopalpur,6,1404,20,6739.2,4134.92,2604.28,UPI,Cancelled,Char-Swaminathan,nitesh93@sami.com,42,No,0
ORD1564,7/6/2024,7/7/2024,CUST133,Anvi Talwar,Home Office,PROD7955,Calculator,Office Supplies,East,Andhra Pradesh,Panvel,6,3223,0,19338,15013.9,4324.1,Credit Card,Cancelled,De-Shankar,xsastry@patla.biz,25,No,0
ORD1565,5/31/2024,6/4/2024,CUST153,Arya Dara,Consumer,PROD9234,Notebook,Office Supplies,West,Maharashtra,Mau,1,831,20,664.8,402.75,262.05,Cash,Cancelled,Arya-Bhargava,damini42@prashad.com,7,Yes,32
ORD1566,9/23/2024,9/29/2024,CUST160,Agastya Kade,Home Office,PROD1185,Cooking Oil,Grocery,North,Meghalaya,Noida,1,3343,10,3008.7,1968.14,1040.56,Net Banking,Cancelled,Keer-Desai,harinizacharia@nagarajan.com,22,No,0
ORD1567,1/9/2025,1/15/2025,CUST165,Yamini Kothari,Home Office,PROD7983,Study Table,Furniture,North,Manipur,Panchkula,5,1057,0,5285,3749.52,1535.48,Net Banking,Cancelled,"Soni, Gandhi and Parmer",robertkibe@cherian.com,24,No,0
ORD1568,12/27/2024,12/29/2024,CUST460,Chaman Kunda,Home Office,PROD4743,Headphones,Electronics,North,Goa,Dehri,8,1087,10,7826.4,6788.32,1038.08,Cash,Pending,"Basu, Issac and Pandit",cgole@chandra.com,23,No,0
ORD1569,12/2/2024,12/3/2024,CUST906,Odika Dewan,Corporate,PROD8492,File Folder,Office Supplies,North,Chhattisgarh,Bongaigaon,8,1158,10,8337.6,5067.93,3269.67,Net Banking,Cancelled,"Jain, Parsa and Cherian",iryachanda@sha.info,33,No,0
ORD1570,1/28/2025,2/2/2025,CUST842,Chaman Ram,Consumer,PROD8657,Stapler,Office Supplies,North,Goa,Rewa,9,2692,15,20593.8,18526.88,2066.92,UPI,Return,Goswami-Bhatia,rbehl@shan-trivedi.net,50,No,0
ORD1571,1/4/2025,1/7/2025,CUST331,Vihaan Keer,Home Office,PROD1346,File Folder,Office Supplies,East,Meghalaya,Sultan Pur Majra,4,3881,15,13195.4,9742.19,3453.21,UPI,Delivered,Keer Inc,gautamibora@raj-mangat.info,0,Yes,45
ORD1572,5/23/2024,5/26/2024,CUST640,Simon Bhat,Consumer,PROD1567,Cooking Oil,Grocery,East,Arunachal Pradesh,Jalgaon,9,597,10,4835.7,2982.56,1853.14,Credit Card,Pending,"Nori, Kari and Gala",advaypradhan@goel.org,29,No,0
ORD1573,9/16/2024,9/20/2024,CUST972,Dalbir Parsa,Corporate,PROD7094,Stapler,Office Supplies,South,Meghalaya,Avadi,9,436,0,3924,2954.23,969.77,Net Banking,Pending,Pradhan-Chatterjee,soodanay@cherian-pant.org,43,No,0
ORD1574,2/12/2026,2/17/2026,CUST688,Balveer Nath,Consumer,PROD9694,Office Chair,Furniture,East,Chhattisgarh,Serampore,5,133,15,565.25,387.36,177.89,Credit Card,Cancelled,Parikh LLC,balendra17@sastry-bajwa.info,48,No,0
ORD1575,12/16/2025,12/19/2025,CUST489,Hiral Tata,Home Office,PROD2780,File Folder,Office Supplies,West,Nagaland,Guna,9,4287,0,38583,26161.19,12421.81,Net Banking,Pending,"Karan, Reddy and Lalla",ndoshi@oza.com,7,Yes,36
ORD1576,11/9/2024,11/15/2024,CUST943,Leela Nagarajan,Consumer,PROD1647,Laptop,Electronics,East,Kerala,Mira-Bhayandar,5,1014,5,4816.5,2947.71,1868.79,Credit Card,Pending,Bedi Group,manneudyati@bir-ahuja.com,28,No,0
ORD1577,10/5/2025,10/9/2025,CUST852,Kritika Viswanathan,Consumer,PROD3657,Dining Table,Furniture,North,Maharashtra,Bijapur,1,4794,20,3835.2,3040.67,794.53,Net Banking,Cancelled,Choudhry PLC,anamika72@hegde.com,23,No,0
ORD1578,11/24/2024,11/26/2024,CUST267,Raksha Prakash,Consumer,PROD4937,Office Chair,Furniture,West,Meghalaya,Morbi,4,3187,0,12748,9697.44,3050.56,UPI,Cancelled,Sandal-Arora,yagneshsahni@gopal.info,17,No,0
ORD1579,7/20/2025,7/25/2025,CUST575,Yashasvi Thakkar,Corporate,PROD4693,Rice Bag,Grocery,East,Andhra Pradesh,Navi Mumbai,3,1175,10,3172.5,1986.26,1186.24,Cash,Delivered,Yogi-Mukherjee,onveerramachandran@lad.org,6,Yes,23
